,data_name,data_source,full_validation_dataset,training_set_ratio,validation_set_ratio,test_set_ratio,tissue,cell_count,species,health_status,is_perturbed,perturbation_type,perturbation_count,has_temporal_info,sampling_point_count,temporal_value,temporal_unit,storage_path,data_type,sequencing_technology
904,210322_TFAtlas.TAL2.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2627,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
905,210322_TFAtlas.TARBP2.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3009,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
906,210322_TFAtlas.TBPL1.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2530,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
907,210322_TFAtlas.TBX20.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2589,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
908,210322_TFAtlas.TCF15.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2573,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
909,210322_TFAtlas.TCF19.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2891,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
910,210322_TFAtlas.TCF24.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2545,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
911,210322_TFAtlas.TCF3.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3188,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
912,210322_TFAtlas.TCF4.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3531,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
913,210322_TFAtlas.TCF7.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,5032,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
914,210322_TFAtlas.TEAD2.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3473,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
915,210322_TFAtlas.TEAD4.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2760,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
916,210322_TFAtlas.TFAM.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2705,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
917,210322_TFAtlas.TFDP2.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2728,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
918,210322_TFAtlas.TFEC.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2663,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
919,210322_TFAtlas.TGIF1.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2683,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
920,210322_TFAtlas.THAP1.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2989,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
921,210322_TFAtlas.THAP3.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3339,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
922,210322_TFAtlas.THAP4.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2816,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
923,210322_TFAtlas.THAP6.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2821,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
924,210322_TFAtlas.TOX2.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2705,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
925,210322_TFAtlas.TP53.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,8958,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
926,210322_TFAtlas.TP63.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3116,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
927,210322_TFAtlas.TP73.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2639,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
928,210322_TFAtlas.TSC22D1.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,4042,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
929,210322_TFAtlas.TSC22D3.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3682,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
930,210322_TFAtlas.USF1.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2547,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
931,210322_TFAtlas.VSX1.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,5388,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
932,210322_TFAtlas.WT1.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3105,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
933,210322_TFAtlas.XRCC4.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2594,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
934,210322_TFAtlas.YAF2.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,6169,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
935,210322_TFAtlas.YAP1.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,5102,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
936,210322_TFAtlas.YEATS4.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3047,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
937,210322_TFAtlas.ZBED2.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2972,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
938,210322_TFAtlas.ZBED3.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2816,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
939,210322_TFAtlas.ZBTB25.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3052,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
940,210322_TFAtlas.ZBTB37.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3113,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
941,210322_TFAtlas.ZFP1.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3029,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
942,210322_TFAtlas.ZFP41.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2965,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
943,210322_TFAtlas.ZFP42.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2559,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
944,210322_TFAtlas.ZFP64.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2500,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
945,210322_TFAtlas.ZFP90.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3943,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
946,210322_TFAtlas.ZIC4.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3742,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
947,210322_TFAtlas.ZNF124.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3972,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
948,210322_TFAtlas.ZNF138.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,5327,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
949,210322_TFAtlas.ZNF160.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2989,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
950,210322_TFAtlas.ZNF174.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2553,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
951,210322_TFAtlas.ZNF189.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3040,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
952,210322_TFAtlas.ZNF195.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3039,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
953,210322_TFAtlas.ZNF197.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2700,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
954,210322_TFAtlas.ZNF2.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2720,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
955,210322_TFAtlas.ZNF22.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2839,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
956,210322_TFAtlas.ZNF226.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2965,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
957,210322_TFAtlas.ZNF233.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2967,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
958,210322_TFAtlas.ZNF24.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2901,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
959,210322_TFAtlas.ZNF248.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,4959,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
960,210322_TFAtlas.ZNF254.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2925,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
961,210322_TFAtlas.ZNF268.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,7842,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
962,210322_TFAtlas.ZNF280D.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2975,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
963,210322_TFAtlas.ZNF3.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2995,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
964,210322_TFAtlas.ZNF302.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2759,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
965,210322_TFAtlas.ZNF343.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3071,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
966,210322_TFAtlas.ZNF37A.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3031,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
967,210322_TFAtlas.ZNF394.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3227,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
968,210322_TFAtlas.ZNF396.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3472,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
969,210322_TFAtlas.ZNF426.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3044,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
970,210322_TFAtlas.ZNF468.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2983,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
971,210322_TFAtlas.ZNF483.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3012,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
972,210322_TFAtlas.ZNF559.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,4386,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
973,210322_TFAtlas.ZNF563.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3221,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
974,210322_TFAtlas.ZNF575.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2965,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
975,210322_TFAtlas.ZNF580.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2540,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
976,210322_TFAtlas.ZNF584.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2597,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
977,210322_TFAtlas.ZNF586.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2752,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
978,210322_TFAtlas.ZNF593.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3933,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
979,210322_TFAtlas.ZNF621.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2652,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
980,210322_TFAtlas.ZNF644.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2975,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
981,210322_TFAtlas.ZNF655.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,4856,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
982,210322_TFAtlas.ZNF695.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2975,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
983,210322_TFAtlas.ZNF7.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3974,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
984,210322_TFAtlas.ZNF717.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2973,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
985,210322_TFAtlas.ZNF74.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2999,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
986,210322_TFAtlas.ZNF747.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3650,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
987,210322_TFAtlas.ZNF780A.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3020,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
988,210322_TFAtlas.ZNF789.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3075,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
989,210322_TFAtlas.ZNF821.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3038,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
990,210322_TFAtlas.ZNF85.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3011,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
991,210322_TFAtlas.ZSCAN2.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3976,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
992,210322_TFAtlas.ZSCAN26.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2952,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
993,210322_TFAtlas.ZSCAN9.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,3012,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
994,Driver_lib.AKT1.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,4314,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
995,Driver_lib.AKT1_MYC.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,22789,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
996,Driver_lib.MYC.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,18738,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
997,Driver_lib.None.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,27554,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
998,Driver_sub_lib.BCL-XL.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2594,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
999,Driver_sub_lib.BCL-XL_MEK1.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,1863,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
1000,Driver_sub_lib.BCL2.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,2051,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
1001,Driver_sub_lib.MEK1.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,6343,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
1002,Driver_sub_lib.MEK1_POU5F1.link.h5ad,PerturBase,0,0.9,0.05,0.05,Embryonic stem cells,1891,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
